t (s),E_ID,S_ID,t (h),Timestamp,DO,ORP,pH,EC,Temp,Valve_Position
1070,50,C,0:17:50,17:20.1,12.29,338.7,7.532,844.4,22.63,Closed
1080,50,C,0:18:00,17:30.1,12.27,339.1,7.526,845.4,22.641,Closed
1090,50,C,0:18:10,17:40.1,12.24,340,7.528,846.6,22.649,Closed
1100,50,C,0:18:20,17:50.1,12.21,340.2,7.531,843,22.659,Closed
1110,50,C,0:18:30,18:00.1,12.2,340.4,7.526,855.2,22.669,Closed
1120,50,C,0:18:40,18:10.1,12.19,342.7,7.528,852,22.681,Closed
1130,50,C,0:18:50,18:20.1,12.16,342,7.529,873.6,22.69,Closed
1140,50,C,0:19:00,18:30.1,12.13,343.6,7.527,837.3,22.701,Closed
1150,50,C,0:19:10,18:40.1,12.1,344.4,7.527,854.4,22.711,Closed
1160,50,C,0:19:20,18:50.1,12.08,344.2,7.526,859.7,22.721,Closed
1170,50,C,0:19:30,19:00.1,12.05,345.3,7.527,852.9,22.731,Closed
1180,50,C,0:19:40,19:10.1,12.02,345.2,7.526,859.8,22.743,Closed
1190,50,C,0:19:50,19:20.1,12,346.1,7.527,846.7,22.753,Closed
1200,50,C,0:20:00,19:30.1,11.97,347,7.531,798.8,22.764,Closed
1210,50,C,0:20:10,19:40.1,11.95,345.3,7.531,812.5,22.773,Closed
1220,50,C,0:20:20,19:50.1,11.92,346.3,7.529,793.6,22.781,Closed
1230,50,C,0:20:30,20:00.1,11.9,347.2,7.526,805.2,22.793,Closed
1240,50,C,0:20:40,20:10.1,11.87,348.2,7.528,814.6,22.804,Closed
1250,50,C,0:20:50,20:20.1,11.85,348.8,7.53,817.6,22.813,Closed
1260,50,C,0:21:00,20:30.1,11.82,348.6,7.528,590,22.822,Closed
1270,50,C,0:21:10,20:40.1,11.81,349.5,7.528,811,22.829,Closed
1280,50,C,0:21:20,20:50.1,11.8,349.8,7.528,803.7,22.837,Closed
1290,50,C,0:21:30,21:00.1,11.78,349.7,7.527,812.1,22.846,Closed
1300,50,C,0:21:40,21:10.1,11.75,349.6,7.528,830,22.854,Closed
1310,50,C,0:21:50,21:20.1,11.72,350,7.528,817.4,22.862,Closed
1320,50,C,0:22:00,21:30.1,11.7,350.5,7.53,834.9,22.87,Closed
1330,50,C,0:22:10,21:40.1,11.67,350.3,7.53,825.9,22.878,Closed
1340,50,C,0:22:20,21:50.1,11.63,353.5,7.526,830.4,22.887,Closed
1350,50,C,0:22:30,22:00.1,11.62,353.2,7.528,818,22.893,Closed
1360,50,C,0:22:40,22:10.1,11.58,352.2,7.53,823.1,22.899,Closed
1370,50,C,0:22:50,22:20.1,11.56,354.2,7.528,832.7,22.908,Closed
1380,50,C,0:23:00,22:30.1,11.53,353,7.531,787.7,22.917,Closed
1390,50,C,0:23:10,22:40.1,11.5,358.7,7.528,787.4,22.923,Closed
1400,50,C,0:23:20,22:50.1,11.47,354.7,7.531,814.5,22.929,Closed
1410,50,C,0:23:30,23:00.1,11.44,355.3,7.527,829.6,22.941,Closed
1420,50,C,0:23:40,23:10.1,11.41,356.2,7.528,830.4,22.948,Closed
1430,50,C,0:23:50,23:20.1,11.38,356.3,7.53,827.5,22.957,Closed
1440,50,C,0:24:00,23:30.1,11.37,357.2,7.528,816.6,22.968,Closed
1450,50,C,0:24:10,23:40.1,11.33,357.5,7.528,822.2,22.977,Closed
1460,50,C,0:24:20,23:50.1,11.3,358,7.527,814.2,22.984,Closed
1470,50,C,0:24:30,24:00.1,11.28,356.2,7.528,814.9,22.989,Closed
1480,50,C,0:24:40,24:10.1,11.25,358.2,7.526,823.5,22.997,Closed
1490,50,C,0:24:50,24:20.1,11.22,358.1,7.528,834.1,23.006,Closed
1500,50,C,0:25:00,24:30.1,11.2,357.9,7.528,823.5,23.012,Closed
1510,50,C,0:25:10,24:40.1,11.17,357.6,7.529,843.7,23.018,Closed
1520,50,C,0:25:20,24:50.1,11.15,357,7.529,849.1,23.025,Closed
1530,50,C,0:25:30,25:00.1,11.11,357.5,7.528,841.3,23.033,Closed
1540,50,C,0:25:40,25:10.1,11.09,359,7.529,854.5,23.042,Closed
1550,50,C,0:25:50,25:20.1,11.07,359.6,7.527,833.2,23.049,Closed
1560,50,C,0:26:00,25:30.1,11.03,358.4,7.53,832.7,23.054,Closed
1570,50,C,0:26:10,25:40.1,11,358.9,7.53,833.3,23.062,Closed
1580,50,C,0:26:20,25:50.1,10.98,359.7,7.532,825.2,23.07,Closed
1590,50,C,0:26:30,26:00.1,10.95,358.9,7.535,825.7,23.076,Closed
1600,50,C,0:26:40,26:10.1,10.91,360.1,7.532,740.9,23.082,Closed
1610,50,C,0:26:50,26:20.1,10.89,359.5,7.531,767.5,23.091,Closed
1620,50,C,0:27:00,26:30.1,10.85,362.9,7.531,770.2,23.098,Closed
1630,50,C,0:27:10,26:40.1,10.83,361.5,7.532,766.6,23.104,Closed
1640,50,C,0:27:20,26:50.1,10.8,361.9,7.53,776.6,23.112,Closed
1650,50,C,0:27:30,27:00.1,10.78,362.4,7.532,770,23.118,Closed
1660,50,C,0:27:40,27:10.1,10.74,360.6,7.532,774.7,23.125,Closed
1670,50,C,0:27:50,27:20.1,10.72,361.2,7.532,764.2,23.135,Closed
1680,50,C,0:28:00,27:30.1,10.7,362.1,7.532,506.3,23.142,Closed
1690,50,C,0:28:10,27:40.1,10.67,362.8,7.531,758.1,23.147,Closed
1700,50,C,0:28:20,27:50.1,10.65,363.2,7.53,708.9,23.15,Closed
1710,50,C,0:28:30,28:00.1,10.62,363.6,7.532,766.1,23.159,Closed
1720,50,C,0:28:40,28:10.1,10.59,363.4,7.53,762.1,23.165,Closed
1730,50,C,0:28:50,28:20.1,10.57,364.1,7.531,764.6,23.172,Closed
1740,50,C,0:29:00,28:30.1,10.55,364.9,7.531,756.3,23.176,Closed
1750,50,C,0:29:10,28:40.1,10.52,363.1,7.532,779.8,23.181,Closed
1760,50,C,0:29:20,28:50.1,10.49,363.4,7.528,776.2,23.183,Closed
1770,50,C,0:29:30,29:00.1,10.47,364.8,7.528,776.9,23.187,Closed
1780,50,C,0:29:40,29:10.1,10.45,365.2,7.532,718,23.193,Closed
1790,50,C,0:29:50,29:20.1,10.43,365.1,7.53,769.4,23.198,Closed
1800,50,C,0:30:00,29:30.1,10.43,365.1,7.53,761,23.202,Closed
1810,50,C,0:30:10,29:40.1,10.44,365.7,7.53,760.6,23.206,Closed
1820,50,C,0:30:20,29:50.1,10.47,366.7,7.534,777.3,23.214,Closed
1830,50,C,0:30:30,30:00.1,10.55,365.9,7.53,765,23.22,Closed
1840,50,C,0:30:40,30:10.1,10.64,369.2,7.532,772.9,23.226,Closed
1850,50,C,0:30:50,30:20.1,10.71,366.5,7.531,762.2,23.232,Closed
1860,50,C,0:31:00,30:30.1,10.77,368,7.53,776.6,23.238,Closed
1870,50,C,0:31:10,30:40.1,10.81,370.2,7.531,762.9,23.242,Closed
1880,50,C,0:31:20,30:50.1,10.86,367.9,7.532,769.5,23.245,Closed
1890,50,C,0:31:30,31:00.1,10.91,369,7.531,758.1,23.251,Closed
1900,50,C,0:31:40,31:10.1,10.97,368.7,7.532,753,23.256,Closed
1910,50,C,0:31:50,31:20.1,11.04,369.4,7.531,762.5,23.261,Closed
1920,50,C,0:32:00,31:30.1,11.11,371.4,7.532,758.3,23.269,Closed
1930,50,C,0:32:10,31:40.1,11.16,369.4,7.532,762.2,23.275,Closed
1940,50,C,0:32:20,31:50.1,11.22,368.6,7.531,758.2,23.279,Closed
1950,50,C,0:32:30,32:00.1,11.27,370.1,7.531,774.9,23.284,Closed
1960,50,C,0:32:40,32:10.1,11.32,368.7,7.529,764.6,23.291,Closed
1970,50,C,0:32:50,32:20.1,11.37,369.4,7.53,763.7,23.296,Closed
1980,50,C,0:33:00,32:30.1,11.41,370.2,7.531,771.4,23.301,Closed
1990,50,C,0:33:10,32:40.1,11.45,370.4,7.528,759.3,23.311,Closed
2000,50,C,0:33:20,32:50.1,11.49,371.3,7.531,774.5,23.315,Closed
2010,50,C,0:33:30,33:00.1,11.54,372,7.531,764.5,23.321,Closed
2020,50,C,0:33:40,33:10.1,11.57,371.1,7.532,781.7,23.326,Closed
2030,50,C,0:33:50,33:20.1,11.58,371.6,7.53,777.5,23.33,Closed
2040,50,C,0:34:00,33:30.1,11.58,372.2,7.53,768.8,23.337,Closed
2050,50,C,0:34:10,33:40.1,11.58,373.3,7.53,759.1,23.343,Closed
2060,50,C,0:34:20,33:50.1,11.6,372.6,7.532,761.3,23.349,Closed
2070,50,C,0:34:30,34:00.1,11.6,372.4,7.534,761.3,23.355,Closed
2080,50,C,0:34:40,34:10.1,11.62,373.6,7.532,782.2,23.359,Closed
2090,50,C,0:34:50,34:20.1,11.63,374.8,7.532,759.4,23.365,Closed
2100,50,C,0:35:00,34:30.1,11.64,374.7,7.532,762.2,23.367,Closed
2110,50,C,0:35:10,34:40.1,11.64,373.5,7.533,758.1,23.372,Closed
2120,50,C,0:35:20,34:50.1,11.65,375,7.532,764.4,23.377,Closed
2130,50,C,0:35:30,35:00.1,11.64,375.5,7.532,775.6,23.382,Closed
2140,50,C,0:35:40,35:10.1,11.63,375,7.532,759.3,23.386,Closed
2150,50,C,0:35:50,35:20.1,11.61,375.2,7.53,781.6,23.387,Closed
2160,50,C,0:36:00,35:30.1,11.61,376.2,7.533,766,23.39,Closed
2170,50,C,0:36:10,35:40.1,11.58,375.7,7.531,620.7,23.393,Closed
2180,50,C,0:36:20,35:50.1,11.57,375.4,7.531,748.1,23.395,Closed
2190,50,C,0:36:30,36:00.1,11.55,378.3,7.53,730.2,23.398,Closed
2200,50,C,0:36:40,36:10.1,11.53,376.8,7.53,745.4,23.401,Closed
2210,50,C,0:36:50,36:20.1,11.51,377.4,7.528,728.6,23.406,Closed
2220,50,C,0:37:00,36:30.1,11.48,378,7.529,735.1,23.408,Closed
2230,50,C,0:37:10,36:40.1,11.46,376.7,7.531,736.7,23.41,Closed
2240,50,C,0:37:20,36:50.1,11.44,377.2,7.532,746.7,23.413,Closed
2250,50,C,0:37:30,37:00.1,11.41,377.9,7.531,749.9,23.418,Closed
2260,50,C,0:37:40,37:10.1,11.38,378.5,7.533,749.5,23.419,Closed
2270,50,C,0:37:50,37:20.1,11.36,378.7,7.534,762.2,23.423,Closed
2280,50,C,0:38:00,37:30.1,11.34,378.2,7.535,756.9,23.429,Closed
2290,50,C,0:38:10,37:40.1,11.31,379.8,7.53,738.5,23.432,Closed
2300,50,C,0:38:20,37:50.1,11.28,379.4,7.534,757.9,23.436,Closed
2310,50,C,0:38:30,38:00.1,11.23,380,7.531,751.3,23.438,Closed
2320,50,C,0:38:40,38:10.1,11.2,385.1,7.53,745.9,23.439,Closed
2330,50,C,0:38:50,38:20.1,11.16,381.5,7.53,741.6,23.442,Closed
2340,50,C,0:39:00,38:30.1,11.12,380.4,7.529,748.6,23.445,Closed
2350,50,C,0:39:10,38:40.1,11.08,380.3,7.534,743.1,23.449,Closed
2360,50,C,0:39:20,38:50.1,11.04,381.6,7.531,742.1,23.453,Closed
2370,50,C,0:39:30,39:00.1,11.01,380.4,7.53,753,23.458,Closed
2380,50,C,0:39:40,39:10.1,11.11,380.9,7.528,745.3,23.462,Closed
2390,50,C,0:39:50,39:20.1,11.15,381.9,7.53,746.7,23.464,Closed
2400,50,C,0:40:00,39:30.1,11.18,380.9,7.528,758.9,23.465,Closed
2410,50,C,0:40:10,39:40.1,11.21,382,7.53,753,23.466,Closed
2420,50,C,0:40:20,39:50.1,11.23,381.7,7.531,766.9,23.469,Closed
2430,50,C,0:40:30,40:00.1,11.24,380.7,7.528,794.9,23.475,Closed
2440,50,C,0:40:40,40:10.1,11.26,385.3,7.531,805.3,23.478,Closed
2450,50,C,0:40:50,40:20.1,11.26,383,7.532,792.6,23.478,Closed
2460,50,C,0:41:00,40:30.1,11.28,382.9,7.531,795,23.48,Closed
2470,50,C,0:41:10,40:40.1,11.28,383.5,7.529,792.6,23.481,Closed
2480,50,C,0:41:20,40:50.1,11.29,383.5,7.529,777.9,23.484,Closed
2490,50,C,0:41:30,41:00.1,11.29,383.4,7.531,800.8,23.487,Closed
2500,50,C,0:41:40,41:10.1,11.29,385,7.531,792.2,23.49,Closed
2510,50,C,0:41:50,41:20.1,11.29,385,7.531,790.1,23.493,Closed
2520,50,C,0:42:00,41:30.1,11.28,384.3,7.534,738.8,23.496,Closed
2530,50,C,0:42:10,41:40.1,11.27,385,7.531,726.2,23.498,Closed
2540,50,C,0:42:20,41:50.1,11.25,385.8,7.53,699,23.503,Closed
2550,50,C,0:42:30,42:00.1,11.23,386.4,7.529,654.1,23.505,Closed
2560,50,C,0:42:40,42:10.1,11.2,385.5,7.531,737,23.508,Closed
2570,50,C,0:42:50,42:20.1,11.15,386.3,7.529,693.7,23.508,Closed
2580,50,C,0:43:00,42:30.1,11.11,386.4,7.532,741.9,23.511,Closed
2590,50,C,0:43:10,42:40.1,11.06,386.4,7.533,742.1,23.515,Closed
2600,50,C,0:43:20,42:50.1,11.03,387.9,7.532,748.1,23.517,Closed
2610,50,C,0:43:30,43:00.1,10.98,387,7.532,714.3,23.519,Closed
2620,50,C,0:43:40,43:10.1,10.93,387.9,7.532,733.5,23.521,Closed
2630,50,C,0:43:50,43:20.1,10.9,390.2,7.532,737.1,23.523,Closed
2640,50,C,0:44:00,43:30.1,10.91,387.7,7.532,572.1,23.523,Closed
2650,50,C,0:44:10,43:40.1,10.93,388.2,7.532,750.4,23.525,Closed
2660,50,C,0:44:20,43:50.1,10.94,388.4,7.528,762.8,23.528,Closed
2670,50,C,0:44:30,44:00.1,10.93,389.6,7.533,759.4,23.529,Closed
2680,50,C,0:44:40,44:10.1,10.93,387.5,7.532,684.2,23.532,Closed
2690,50,C,0:44:50,44:20.1,10.93,387.6,7.53,758.8,23.534,Closed
2700,50,C,0:45:00,44:30.1,10.93,389.6,7.53,751.7,23.535,Closed
2710,50,C,0:45:10,44:40.1,10.91,389.6,7.532,746.1,23.538,Closed
2720,50,C,0:45:20,44:50.1,10.91,388.9,7.533,783.2,23.539,Closed
2730,50,C,0:45:30,45:00.1,10.89,389.8,7.53,553,23.54,Closed
2740,50,C,0:45:40,45:10.1,10.86,391.7,7.531,794.6,23.539,Closed
2750,50,C,0:45:50,45:20.1,10.85,390,7.532,646.2,23.535,Closed
2760,50,C,0:46:00,45:30.1,10.82,390.2,7.531,781.3,23.536,Closed
2770,50,C,0:46:10,45:40.1,10.81,390.9,7.531,767,23.54,Closed
2780,50,C,0:46:20,45:50.1,10.79,397.6,7.53,791.5,23.54,Closed
2790,50,C,0:46:30,46:00.1,10.78,391.7,7.532,665.1,23.542,Closed
2800,50,C,0:46:40,46:10.1,10.76,390.9,7.532,769.3,23.546,Closed
2810,50,C,0:46:50,46:20.1,10.75,391.4,7.53,791.4,23.549,Closed
2820,50,C,0:47:00,46:30.1,10.74,390,7.535,779.8,23.549,Closed
2830,50,C,0:47:10,46:40.1,10.72,391.2,7.531,782.8,23.551,Closed
2840,50,C,0:47:20,46:50.1,10.71,391.7,7.531,774.9,23.555,Closed
2850,50,C,0:47:30,47:00.1,10.7,391,7.533,770.9,23.557,Closed
2860,50,C,0:47:40,47:10.1,10.69,392.7,7.531,780.4,23.56,Closed
2870,50,C,0:47:50,47:20.1,10.67,392.1,7.536,755.7,23.564,Closed
2880,50,C,0:48:00,47:30.1,10.66,392.4,7.532,789.3,23.567,Closed
2890,50,C,0:48:10,47:40.1,10.66,392.2,7.534,580,23.569,Closed
2900,50,C,0:48:20,47:50.1,10.65,392.6,7.532,801.3,23.572,Closed
2910,50,C,0:48:30,48:00.1,10.66,392.9,7.532,787,23.575,Closed
2920,50,C,0:48:40,48:10.1,10.66,394.1,7.531,787.7,23.575,Closed
2930,50,C,0:48:50,48:20.1,10.67,394.1,7.532,797.4,23.579,Closed
2940,50,C,0:49:00,48:30.1,10.66,393.8,7.538,528.2,23.583,Closed
2950,50,C,0:49:10,48:40.1,10.64,393.6,7.537,700,23.585,Closed
2960,50,C,0:49:20,48:50.1,10.65,394.8,7.534,729.2,23.586,Closed
2970,50,C,0:49:30,49:00.1,10.63,396.9,7.532,712.2,23.588,Closed
2980,50,C,0:49:40,49:10.1,10.63,397,7.532,583.1,23.591,Closed
2990,50,C,0:49:50,49:20.1,10.62,395.1,7.533,739.4,23.593,Closed
3000,50,C,0:50:00,49:30.1,10.61,394.9,7.532,744.7,23.596,Closed
3010,50,C,0:50:10,49:40.1,10.6,394.6,7.533,743.2,23.597,Closed
3020,50,C,0:50:20,49:50.1,10.59,396.2,7.531,608.2,23.596,Closed
3030,50,C,0:50:30,50:00.1,10.58,396.7,7.53,758.1,23.597,Closed
3040,50,C,0:50:40,50:10.1,10.57,395.9,7.528,733.3,23.597,Closed
3050,50,C,0:50:50,50:20.1,10.56,395.3,7.53,680.9,23.597,Closed
3060,50,C,0:51:00,50:30.1,10.55,397.3,7.533,775.3,23.597,Closed
3070,50,C,0:51:10,50:40.1,10.53,397.8,7.533,784.1,23.597,Closed
3080,50,C,0:51:20,50:50.1,10.52,397.2,7.532,760,23.598,Closed
3090,50,C,0:51:30,51:00.1,10.5,397.4,7.531,771.3,23.601,Closed
3100,50,C,0:51:40,51:10.1,10.48,398.2,7.532,777.7,23.601,Closed
3110,50,C,0:51:50,51:20.1,10.46,399,7.534,791.9,23.601,Closed
3120,50,C,0:52:00,51:30.1,10.43,398.8,7.534,609.2,23.606,Closed
3130,50,C,0:52:10,51:40.1,10.4,399.9,7.53,787.4,23.604,Closed
3140,50,C,0:52:20,51:50.1,10.37,398.9,7.532,772.3,23.608,Closed
3150,50,C,0:52:30,52:00.1,10.36,401.5,7.531,794.6,23.61,Closed
3160,50,C,0:52:40,52:10.1,10.34,400.7,7.535,685.6,23.611,Closed
3170,50,C,0:52:50,52:20.1,10.33,399.9,7.531,764.7,23.612,Closed
3180,50,C,0:53:00,52:30.1,10.32,400.4,7.53,689.3,23.611,Closed
3190,50,C,0:53:10,52:40.1,10.31,401.5,7.531,714,23.611,Closed
3200,50,C,0:53:20,52:50.1,10.31,400.7,7.534,749.9,23.613,Closed
3210,50,C,0:53:30,53:00.1,10.3,401.3,7.532,643.2,23.615,Closed
3220,50,C,0:53:40,53:10.1,10.3,405.1,7.53,742.4,23.614,Closed
3230,50,C,0:53:50,53:20.1,10.29,402.2,7.533,680.7,23.613,Closed
3240,50,C,0:54:00,53:30.1,10.28,402.9,7.534,755.2,23.612,Closed
3250,50,C,0:54:10,53:40.1,10.28,404.4,7.532,759,23.612,Closed
3260,50,C,0:54:20,53:50.1,10.27,403.1,7.532,763,23.614,Closed
3270,50,C,0:54:30,54:00.1,10.26,404.2,7.531,765.6,23.611,Closed
3280,50,C,0:54:40,54:10.1,10.25,404.7,7.533,747.5,23.613,Closed
